username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label 
sailorgIock,self diagnosing is trivializing mental illnesses for ppl who are actually diagnosed!!! yall get one mood swing and swear yall bipolar,no retweet username,[],2017-07-31 18:55:45+00:00,2275,270,[]
Jenstrikesagain,@aubreyhirsch @thenib i have bipolar disorder and have since i was a kid. i was diagnosed at 40 after 4 wrong diagnoses. which is statistically the average.,no retweet username,[],2017-07-31 16:40:07+00:00,462,582,"['have bipolar', 'i have bipolar']"
teslavangelist,ironically lithium is a mood-stabilizing treament for such conditions (when medically diagnosed). https://t.co/shlrvz9dch,no retweet username,[],2017-07-31 15:55:55+00:00,1156,57,[]
XxChels_,lowkey think some people bipolar and just was never diagnosed. lmao like chill b,no retweet username,[],2017-07-31 14:39:47+00:00,1910,2279,[]
becominxshantae,"diagnosed with bipolar/ manic depression 
thoughts of i'll never be normal",no retweet username,[],2017-07-31 14:16:26+00:00,13334,6455,['diagnosed with']
coach_hoodie_d,"5 suicide attempts 
self harm for 3+ years 
diagnosed with bipolar/ manic depression 
thoughts of i'll never be... https://t.co/joaz080pev",becominxshantae,[],2017-07-31 14:13:16+00:00,1711,5000,['diagnosed with']
becominxshantae,"5 suicide attempts 
self harm for 3+ years 
diagnosed with bipolar/ manic depression 
thoughts of i'll never be... https://t.co/joaz080pev",no retweet username,[],2017-07-31 14:12:59+00:00,13334,6455,['diagnosed with']
advicefromnance,diagnosed with bipolar disorder? consider too much time indoors and lack of vitamin d https://t.co/rkpy4jclo6,no retweet username,[],2017-07-31 14:01:15+00:00,90,267,"['diagnosed with', 'diagnosed with bipolar']"
GoodwillFL,"#missionmonday – josh was diagnosed with bipolar disorder and adhd as a young teen. then, as an adult with no... https://t.co/tgcmomqix0",no retweet username,"[{'text': 'MissionMonday', 'indices': [0, 14]}]",2017-07-31 13:00:05+00:00,1033,1296,"['diagnosed with', 'diagnosed with bipolar']"
navlabi,so being diagnosed with bipolar is all fun and games until your medication fucks you up and interferes with your transitioning process lmao,no retweet username,[],2017-07-31 11:47:41+00:00,622,535,"['diagnosed with', 'diagnosed with bipolar']"
kaekaemom0510,i think i should be diagnosed with bipolar disorder smh.....😩😩,no retweet username,[],2017-07-31 11:42:30+00:00,380,354,"['diagnosed with', 'diagnosed with bipolar']"
earth2wyatt,i recently was diagnosed as bipolar and literally the first person i told made fun of me for it 😔,no retweet username,[],2017-07-31 11:25:08+00:00,633,842,['diagnosed as bipolar']
electroboyusa,disclosure in the workplace: pros and cons of disclosing your diagnosis. https://t.co/shen0rgnl2 @bphopemag #bipolar #mentalhealth https://t.co/dsbexebzte,DBSAlliance,"[{'text': 'bipolar', 'indices': [125, 133]}]",2017-07-31 07:49:49+00:00,103776,57706,[]
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-07-31 04:54:54+00:00,54,18,['diagnosed with']
cindy_settin,"@sassygayrepub just a thought, but has anyone ever diagnosed you as bipolar? i have a friend who is one, and you appear to have dramatic mood swings.",no retweet username,[],2017-07-31 04:42:31+00:00,2740,3924,[]
hai_kozaitis,faith just diagnosed me w bipolar bitchness disorder. (sad &amp; pissed @ the same time) @faithlynn76,no retweet username,[],2017-07-31 01:10:19+00:00,113,277,[]
HealthStories,'i was diagnosed with bipolar disorder at age 29—and i'm so grateful' @womenshealthmag https://t.co/eolg6hm9ne,NAMICommunicate,[],2017-07-30 22:42:00+00:00,925,1511,"['diagnosed with', 'diagnosed with bipolar']"
marythamac,i self diagnosed myself as bipolar this weekend,no retweet username,[],2017-07-30 22:22:38+00:00,1478,900,[]
BeckyMTuning,"""the good news is i finally know what i’m dealing with and i honestly have no reason to attach any kind of stigma... https://t.co/9anvqfriir",no retweet username,[],2017-07-30 21:54:48+00:00,156,230,[]
Reformation84,@nothingmorerock thanks for putting a spotlight on mental illness. i am diagnosed with bipolar 1. #iknowjenny,no retweet username,"[{'text': 'iknowjenny', 'indices': [98, 109]}]",2017-07-30 21:45:18+00:00,50,465,"['am diagnosed', 'diagnosed with', 'i am diagnosed', 'diagnosed with bipolar']"
road_runna941,da girl diagnosed with a bipolar disorder...i can't deal,no retweet username,[],2017-07-30 21:27:48+00:00,776,846,['diagnosed with']
UdayYad1,disclosure in the workplace: pros and cons of disclosing your diagnosis. https://t.co/shen0rgnl2 @bphopemag #bipolar #mentalhealth https://t.co/dsbexebzte,DBSAlliance,"[{'text': 'bipolar', 'indices': [125, 133]}]",2017-07-30 20:13:44+00:00,683,216,[]
AntiStigma,disclosure in the workplace: pros and cons of disclosing your diagnosis. https://t.co/shen0rgnl2 @bphopemag #bipolar #mentalhealth https://t.co/dsbexebzte,DBSAlliance,"[{'text': 'bipolar', 'indices': [125, 133]}]",2017-07-30 19:40:50+00:00,3078,344,[]
Redwoodmomma,disclosure in the workplace: pros and cons of disclosing your diagnosis. https://t.co/shen0rgnl2 @bphopemag #bipolar #mentalhealth https://t.co/dsbexebzte,DBSAlliance,"[{'text': 'bipolar', 'indices': [125, 133]}]",2017-07-30 19:37:07+00:00,448,495,[]
DBSAlliance,disclosure in the workplace: pros and cons of disclosing your diagnosis. https://t.co/shen0rgnl2 @bphopemag #bipolar #mentalhealth https://t.co/dsbexebzte,no retweet username,[],2017-07-30 19:33:02+00:00,32092,169,[]
Robotbeat,"@micahtredding (i'm not diagnosed and probably am not bipolar enough to be diagnosed, but i definitely have swings in mood from time to time.",no retweet username,[],2017-07-30 19:09:49+00:00,5687,2178,[]
ELSpsychology,register here for the 2017 houston mood disorders conference: advances in diagnosis/treatment of bipolar disorder  https://t.co/alr4ndgupl.,no retweet username,[],2017-07-30 17:20:05+00:00,24466,653,[]
Els_SocialScien,register here for the 2017 houston mood disorders conference: advances in diagnosis/treatment of bipolar disorder  https://t.co/c0b5yy2dcd.,no retweet username,[],2017-07-30 17:20:04+00:00,10411,520,[]
KayyDroppinGems,"two of my earth angels that was diagnosed with depression , anxiety, bipolar disorder as well as others stated that the sweats and",no retweet username,[],2017-07-30 16:44:44+00:00,5975,8486,['diagnosed with']
UntoNuggan,"i have been formally diagnosed with several things in the dsm, mostly the ""bipolar ii/nos"" variety. that may be a piece, idk",no retweet username,[],2017-07-30 16:28:18+00:00,8738,2589,"['formally diagnosed', 'diagnosed with']"
BadgyalA_,dealing with a diagnosed bipolar person is really really unexplainable.,no retweet username,[],2017-07-30 04:08:58+00:00,1355,770,['diagnosed bipolar']
CL331L,"hi everyone i'm a nonbinary pancakesexual otherkin, bipolar/depression/ocd self diagnosed, prak cheinyeol.",no retweet username,[],2017-07-30 03:48:29+00:00,449,99,[]
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-07-30 00:25:00+00:00,54,18,['diagnosed with']
ComplexlyCocoa,"as a black community we are afraid of mental illness. i was diagnosed with bipolar 1 when i was 13 and i got help, don't be ashamed.",no retweet username,[],2017-07-29 20:51:00+00:00,1914,760,"['diagnosed with', 'diagnosed with bipolar']"
KatieConibear,my mental illness q &amp; a - find out more about my diagnosis and where i'm at now 💜 #bipolar #psychosis https://t.co/insn2islao https://t.co/qwss1xz2fx,no retweet username,"[{'text': 'Bipolar', 'indices': [86, 94]}, {'text': 'Psychosis', 'indices': [95, 105]}]",2017-07-29 17:03:02+00:00,6121,4431,[]
dspetro,@understoodorg @huffpostparents he's adhd-bipolar.  no charge!   and fire whoever under-diagnosed him.,no retweet username,[],2017-07-29 15:02:28+00:00,2600,2784,[]
NovaBrunswick,"@yrfatfriend ""why don't you lose some weight, you'll feel better."" -my dad upon hearing i'd been diagnosed with bipolar disorder #fatandoverit",Jenstrikesagain,[],2017-07-29 10:18:03+00:00,2040,5000,"['diagnosed with', 'diagnosed with bipolar']"
Master_Dream3r,@lil_exxtra @alexalltimelow @alltimelow i listened to that song on repeat when i was diagnosed with bipolar. i will fight anyone who looks down on me for loving them. to the death.,no retweet username,[],2017-07-29 05:35:34+00:00,233,924,"['diagnosed with', 'diagnosed with bipolar']"
Alive_Darkness,"@docamen i have a family history of bipolar disorder, depression, anxiety, and now my father and i have recently been diagnosed with add.",no retweet username,[],2017-07-29 04:55:56+00:00,17,47,['diagnosed with']
laxietoo,"@yrfatfriend ""why don't you lose some weight, you'll feel better."" -my dad upon hearing i'd been diagnosed with bipolar disorder #fatandoverit",Jenstrikesagain,[],2017-07-29 03:01:20+00:00,2924,1511,"['diagnosed with', 'diagnosed with bipolar']"
brigidkeely,"@yrfatfriend ""why don't you lose some weight, you'll feel better."" -my dad upon hearing i'd been diagnosed with bipolar disorder #fatandoverit",Jenstrikesagain,[],2017-07-29 02:53:28+00:00,1437,946,"['diagnosed with', 'diagnosed with bipolar']"
rachel_pappin,@martinn81128259 @kazzyofficial when i was diagnosed with bipolar i just went to a normal hospital but they took me to a psychiatric ward at the hospital to help me,no retweet username,[],2017-07-29 02:52:09+00:00,499,3517,"['diagnosed with', 'diagnosed with bipolar']"
Living400lbs,"@yrfatfriend ""why don't you lose some weight, you'll feel better."" -my dad upon hearing i'd been diagnosed with bipolar disorder #fatandoverit",Jenstrikesagain,[],2017-07-29 02:46:55+00:00,2697,440,"['diagnosed with', 'diagnosed with bipolar']"
MrsNotASheep,"and then when he's diagnosed w bipolar they don't even try and take care of him, mickey does??",no retweet username,[],2017-07-29 02:45:39+00:00,358,356,[]
AJ_Raccoon,"@yrfatfriend ""why don't you lose some weight, you'll feel better."" -my dad upon hearing i'd been diagnosed with bipolar disorder #fatandoverit",Jenstrikesagain,[],2017-07-29 02:26:35+00:00,179,127,"['diagnosed with', 'diagnosed with bipolar']"
bouncyclown,@stay_humbled therapy in order to understand it all. originally at 13 i was diagnosed with just bipolar 2,no retweet username,[],2017-07-29 02:19:21+00:00,20726,620,['diagnosed with']
KDSarge,"@yrfatfriend ""why don't you lose some weight, you'll feel better."" -my dad upon hearing i'd been diagnosed with bipolar disorder #fatandoverit",Jenstrikesagain,[],2017-07-29 02:13:34+00:00,1486,2063,"['diagnosed with', 'diagnosed with bipolar']"
yrfatfriend,"@yrfatfriend ""why don't you lose some weight, you'll feel better."" -my dad upon hearing i'd been diagnosed with bipolar disorder #fatandoverit",Jenstrikesagain,[],2017-07-29 02:13:03+00:00,95752,941,"['diagnosed with', 'diagnosed with bipolar']"
Jenstrikesagain,"@yrfatfriend ""why don't you lose some weight, you'll feel better."" -my dad upon hearing i'd been diagnosed with bipolar disorder #fatandoverit",no retweet username,[],2017-07-29 01:00:49+00:00,462,582,"['diagnosed with', 'diagnosed with bipolar']"
HealthyPlace,has @bphopemag addressed bipolar disorder #peripartum onset? pregnancy hormones can trigger #bipolar. i was diagnosed after my son was born. https://t.co/fjjoo0lauz,KittOMalley,"[{'text': 'peripartum', 'indices': [59, 70]}, {'text': 'bipolar', 'indices': [109, 117]}]",2017-07-28 19:17:05+00:00,64688,23769,[]
prettyraii,i need to be diagnosed with bipolar disorder.,no retweet username,[],2017-07-28 17:43:24+00:00,576,337,"['diagnosed with', 'diagnosed with bipolar']"
YesYouShine,has @bphopemag addressed bipolar disorder #peripartum onset? pregnancy hormones can trigger #bipolar. i was diagnosed after my son was born. https://t.co/fjjoo0lauz,KittOMalley,"[{'text': 'peripartum', 'indices': [59, 70]}, {'text': 'bipolar', 'indices': [109, 117]}]",2017-07-28 17:40:23+00:00,2705,1979,[]
PixieBelleLady,@bpd_crazy for anorexia and then got diagnosed with bipolar and bpd so they started me on quetiapine and i'm on mirtazipine anyway... it was....,no retweet username,[],2017-07-28 16:09:09+00:00,534,520,"['got diagnosed', 'diagnosed with', 'diagnosed with bipolar']"
HeckInnaSec,im not knocking therapy but i think i was diagnosed bipolar only bc i stayed up for 3 days 2 years ago trying to get a rare turtle in wow.,no retweet username,[],2017-07-28 15:37:47+00:00,93,440,['diagnosed bipolar']
KittOMalley,has @bphopemag addressed bipolar disorder #peripartum onset? pregnancy hormones can trigger #bipolar. i was diagnosed after my son was born. https://t.co/fjjoo0lauz,no retweet username,"[{'text': 'peripartum', 'indices': [42, 53]}, {'text': 'bipolar', 'indices': [92, 100]}]",2017-07-28 15:34:03+00:00,22992,22923,[]
StoneKamino,@bumblingpw --&gt; a wake up call. so i was diagnosed and medicated for bipolar disorder. 22 pills every day. and 12 were to keep the other ten from --&gt;,no retweet username,[],2017-07-28 14:30:10+00:00,486,745,[]
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-07-28 11:54:57+00:00,54,18,['diagnosed with']
DrElnora,bipolar spouses... who's taking care of you? a diagnosis of #bipolar disorder demands att https://t.co/iumj0ln8g7 https://t.co/2pahhlecyy,_carrienet_,"[{'text': 'Bipolar', 'indices': [77, 85]}]",2017-07-28 11:37:55+00:00,7677,5182,[]
_carrienet_,bipolar spouses... who's taking care of you? a diagnosis of #bipolar disorder demands att https://t.co/iumj0ln8g7 https://t.co/2pahhlecyy,no retweet username,"[{'text': 'Bipolar', 'indices': [60, 68]}]",2017-07-28 11:30:36+00:00,82474,62826,[]
yonkojvy,i really want to talk to someone that's diagnosed with bipolar. i have so many questions.,710_Gianna,[],2017-07-28 05:54:15+00:00,1108,1228,"['diagnosed with', 'diagnosed with bipolar']"
710_Gianna,i really want to talk to someone that's diagnosed with bipolar. i have so many questions.,no retweet username,[],2017-07-28 05:44:10+00:00,1035,300,"['diagnosed with', 'diagnosed with bipolar']"
becomingbipolar,"when you're adjusting to your new #mentalillness diagnosis, from my #socialworker, ""becky"" #hamont #mentalhealthmatters [#bipolar] https://t.co/jwfyjgnm8l",no retweet username,"[{'text': 'mentalillness', 'indices': [34, 48]}, {'text': 'SocialWorker', 'indices': [68, 81]}, {'text': 'HamOnt', 'indices': [91, 98]}]",2017-07-28 01:45:18+00:00,219,656,[]
Jess_McAllen,@joan_unweek i read an article recently where the woman who died was literally diagnosed w bipolar but they just referred to depression and anxiety,no retweet username,[],2017-07-28 00:44:29+00:00,4923,1005,[]
tonismith_xo,diagnosed myself bipolar. i can be all emotions in 10 mins,no retweet username,[],2017-07-27 21:34:04+00:00,637,624,[]
_kishabrown,"diagnosed with bipolar disorder 6 years ago and my anger has ruined everything for me so far, and always will.",kopeiam,[],2017-07-27 19:44:18+00:00,392,482,"['diagnosed with', 'diagnosed with bipolar']"
PINKYPIE41,"“when i was diagnosed bipolar, my mom said “i don’t think so.” when i was diagnosed with ...” https://t.co/woqnw1tjh3",ToBeMentallyIll,[],2017-07-27 19:26:44+00:00,4970,5341,"['diagnosed bipolar', 'diagnosed with']"
DasCorncakes,"@rightwing_vet @treaos_serrare @donutoperator i've been clinically diagnosed with bipolar that i take risperdal for, i'll never be able to join the military because of it.",no retweet username,[],2017-07-27 18:44:08+00:00,11,19,"['diagnosed with', 'diagnosed with bipolar']"
MusAKAl_Rose,"when i was diagnosed with manic depression/bipolar disorder, a family friend told me to just pray about it and not accept the diagnosis.",no retweet username,[],2017-07-27 18:43:45+00:00,603,1567,['diagnosed with']
xxheyitzcaitxx,when you fill out papers about your mental health &amp; your doctor diagnosed you with bipolar adhd depression anxiety and ptsd and the women...,no retweet username,[],2017-07-27 18:30:56+00:00,2921,647,[]
flame_hat_guy,"@kahlethewhale being diagnosed with bipolar disorder, how it has affected my life and how i have learned to keep going despite things life has thrown at me",no retweet username,[],2017-07-27 18:00:38+00:00,391,628,"['diagnosed with', 'diagnosed with bipolar']"
xFosteria,it's called abnormal psychology bc it's abnormal. ppl aren't diagnosed with bipolar disorder cuz they had a mood swing one time. fuck sake 🙄,no retweet username,[],2017-07-27 17:58:47+00:00,54,606,"['diagnosed with', 'diagnosed with bipolar']"
JohnsonA_1788,@marinakarli @scottster246 @bexmix a bipolar person is sometimes more violent than someone diagnosed with anxiety.,no retweet username,[],2017-07-27 17:56:20+00:00,17,9,['diagnosed with']
PushPlayTheDJ,"you've never been diagnosed with being bipolar in your whole life and now because your mood changed you're instantly bipolar.  

no.",ThereGoesTonio,[],2017-07-27 16:36:47+00:00,4488,4213,['diagnosed with']
ThereGoesTonio,"you've never been diagnosed with being bipolar in your whole life and now because your mood changed you're instantly bipolar.  

no.",no retweet username,[],2017-07-27 16:32:28+00:00,3895,2379,['diagnosed with']
RiverbendCMHC,"""i knew what mania looked like—i'd witnessed it in my dad, who was diagnosed with bipolar i disorder when he was... https://t.co/mfdzs3ee1x",no retweet username,[],2017-07-27 16:30:07+00:00,482,241,"['diagnosed with', 'diagnosed with bipolar']"
kopeiam,"diagnosed with bipolar disorder 6 years ago and my anger has ruined everything for me so far, and always will.",no retweet username,[],2017-07-27 15:29:43+00:00,433,121,"['diagnosed with', 'diagnosed with bipolar']"
Murdergirly,kinda starting with @honoramongbees showing me the mcelroys?? i'm kind of remembering who i was b4 i got diagnosed with bipolar in college,no retweet username,[],2017-07-27 15:04:15+00:00,160,620,"['got diagnosed', 'diagnosed with', 'i got diagnosed', 'diagnosed with bipolar']"
niggaThatsNesha,"everybody i know or that gets to know me says im bipolar. check this out, i aint been diagnosed with a fuck thang. so fuck yo sensitive asss",BabieeJ_,[],2017-07-27 14:55:15+00:00,1690,2081,['diagnosed with']
cherthedev,@got1milk @bwa_switch @awiselatina @acoustic75 @intelai i'd assume you're referring to the single article in which it is pointed out that bipolar disorder is also under-diagnosed in general.,no retweet username,[],2017-07-27 12:49:11+00:00,51251,1696,[]
CharlesLouwrens,@joebiden @martina if those diagnosed with #anorexia #bipolar #depression #schizophrenia can serve in the military then those with #genderdysphoria can serve.,no retweet username,"[{'text': 'Anorexia', 'indices': [43, 52]}, {'text': 'Bipolar', 'indices': [53, 61]}, {'text': 'Depression', 'indices': [62, 73]}, {'text': 'Schizophrenia', 'indices': [74, 88]}]",2017-07-27 11:34:02+00:00,36,122,['diagnosed with']
MICE_Hub,annie's still struggling to find the right mental health treatment for her - read why she thinks research matters https://t.co/rizexlyztd https://t.co/bn7fyjzy8i,MQmentalhealth,[],2017-07-27 11:17:00+00:00,333,428,[]
meggy_head,@usycool1 / i passed in the street hated me and were saying terrible things about me. then i got diagnosed with bipolar and had some outright /,no retweet username,[],2017-07-27 10:49:44+00:00,347,1916,"['got diagnosed', 'diagnosed with', 'i got diagnosed', 'diagnosed with bipolar']"
CentralWyoming,"""i was diagnosed in 1986 after i went into a full-blown manic phase"" https://t.co/clgifj2vwv",no retweet username,[],2017-07-27 10:30:24+00:00,243,165,[]
GWBridgeUK,@ryanafournier the last thing you want in combat is soldier that's been diagnosed with a bipolar disorder waving his m16a2 around at his fellow soldiers.,Annie_Shock,[],2017-07-27 07:53:33+00:00,6642,7205,['diagnosed with']
username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-09-01 05:25:08+00:00,54,18,['diagnosed with']
axoloddle,i'm a lil bit considering going to a doctor to see if i can be diagnosed as bipolar ... this happens so much and i wanna be happier,no retweet username,[],2017-09-01 04:39:49+00:00,682,199,['diagnosed as bipolar']
Daddypantz1220,"coping with a diagnosis of mental illness. new. | https://t.co/r3zpscphi1 |
#mentalhealth #depression #anxiety #bipolar #mhchat #mhsm https://t.co/7daqs0w9xr",HealthyPlace,"[{'text': 'mentalhealth', 'indices': [94, 107]}, {'text': 'depression', 'indices': [108, 119]}, {'text': 'anxiety', 'indices': [120, 128]}, {'text': 'bipolar', 'indices': [129, 137]}]",2017-09-01 01:31:28+00:00,1336,2909,[]
borovay_robert,video: growing up with a bipolar family member. what two sisters learn from their mother’s diagnosis. https://t.co/wavuugifrd @webmd https://t.co/u2zssabonb,DBSAlliance,[],2017-09-01 01:15:54+00:00,3321,3580,[]
AntiStigma,"coping with a diagnosis of mental illness. new. | https://t.co/r3zpscphi1 |
#mentalhealth #depression #anxiety #bipolar #mhchat #mhsm https://t.co/7daqs0w9xr",HealthyPlace,"[{'text': 'mentalhealth', 'indices': [94, 107]}, {'text': 'depression', 'indices': [108, 119]}, {'text': 'anxiety', 'indices': [120, 128]}, {'text': 'bipolar', 'indices': [129, 137]}]",2017-09-01 01:00:52+00:00,3078,344,[]
HealthyPlace,"coping with a diagnosis of mental illness. new. | https://t.co/r3zpscphi1 |
#mentalhealth #depression #anxiety #bipolar #mhchat #mhsm https://t.co/7daqs0w9xr",no retweet username,"[{'text': 'mentalhealth', 'indices': [76, 89]}, {'text': 'depression', 'indices': [90, 101]}, {'text': 'anxiety', 'indices': [102, 110]}]",2017-09-01 01:00:04+00:00,64689,23769,[]
ThatKiaraNerd,"doctor: so you have been diagnosed with bipolar disorder
california weather: goddammit
california citizens: well fuck",JaridRoot,[],2017-09-01 00:53:43+00:00,359,241,"['diagnosed with', 'diagnosed with bipolar']"
DBSAlliance,video: growing up with a bipolar family member. what two sisters learn from their mother’s diagnosis. https://t.co/wavuugifrd @webmd https://t.co/u2zssabonb,no retweet username,[],2017-09-01 00:33:01+00:00,32092,169,[]
joellezimm20,"doctor: so you have been diagnosed with bipolar disorder
california weather: goddammit
california citizens: well fuck",JaridRoot,[],2017-09-01 00:00:54+00:00,144,227,"['diagnosed with', 'diagnosed with bipolar']"
JaridRoot,"doctor: so you have been diagnosed with bipolar disorder
california weather: goddammit
california citizens: well fuck",no retweet username,[],2017-08-31 23:16:25+00:00,1584,299,"['diagnosed with', 'diagnosed with bipolar']"
jackfrostplush,@sailor__scouts the symptoms are things i experience but i got diagnosed with bipolar disorder earlie this year and i don't think my mom could handle more,no retweet username,[],2017-08-31 23:10:45+00:00,66,0,"['got diagnosed', 'diagnosed with', 'i got diagnosed', 'diagnosed with bipolar']"
BipolarBattle,"this is for those newly diagnosed and those who want a refresher
#thebipolarbattle #bipolardisorder #bipolar
https://t.co/0myhfxc6m9",no retweet username,"[{'text': 'thebipolarbattle', 'indices': [65, 82]}, {'text': 'bipolardisorder', 'indices': [83, 99]}, {'text': 'bipolar', 'indices': [100, 108]}]",2017-08-31 22:20:33+00:00,19322,16777,[]
JusMissK,in case someone has diagnosed me with bipolar. i'm very aware of what goes on in my brain,no retweet username,[],2017-08-31 22:09:50+00:00,460,351,[]
efreeitems,free 23andme kit for those diagnosed with depression &amp; bipolar disorder https://t.co/wysp8fzwuh,no retweet username,[],2017-08-31 18:25:24+00:00,5,1,['diagnosed with']
salexisECT_SRVR,video: growing up with a bipolar family member. what two sisters learn from their mother’s diagnosis. https://t.co/wavuugifrd @webmd https://t.co/kcintkkdfo,DBSAlliance,[],2017-08-31 18:22:17+00:00,6378,6832,[]
clarisevail1,video: growing up with a bipolar family member. what two sisters learn from their mother’s diagnosis. https://t.co/wavuugifrd @webmd https://t.co/kcintkkdfo,DBSAlliance,[],2017-08-31 18:17:51+00:00,1332,4579,[]
DLL1209,"@chaos2cured i miss her.i'm not diagnosed as bipolar.i'm clinically depressed,introvert&amp;experience severe social anxiety but she didn't discriminate",no retweet username,[],2017-08-31 17:42:04+00:00,435,779,[]
Boston_elmejor,just got diagnosed as bipolar 🤔,no retweet username,[],2017-08-31 17:07:17+00:00,458,324,"['got diagnosed', 'diagnosed as bipolar']"
_MarybethSmith_,"in 2008 my 7 year old son was diagnosed with bipolar disorder. he would tell me that he wanted to die, how he would…https://t.co/c7h7plmuks",no retweet username,[],2017-08-31 17:07:13+00:00,317,299,"['diagnosed with', 'diagnosed with bipolar']"
foffp,"my brotha was diagnosed having ocd

fuck hell yeah he will become just like my older brother who is a very pukimak punya manusia at bipolar👏",no retweet username,[],2017-08-31 17:06:03+00:00,433,276,[]
KatieConibear,my mental illness q &amp; a - find out more about my diagnosis and where i'm at now 💜 #bipolar #psychosis https://t.co/eec5azfpti https://t.co/v6cekobx9k,no retweet username,"[{'text': 'Bipolar', 'indices': [86, 94]}, {'text': 'Psychosis', 'indices': [95, 105]}]",2017-08-31 17:03:03+00:00,6121,4431,[]
savannaaikin,can you get diagnosed bipolar in your 40s?,no retweet username,[],2017-08-31 16:43:44+00:00,345,345,['diagnosed bipolar']
kayfiorella,how many people are diagnosed for being bipolar?,no retweet username,[],2017-08-31 16:12:45+00:00,460,289,[]
Guide2Free,free 23 and me dna kit for people diagnosed with depression/bipolar disorders - https://t.co/rer1q3aymd #freesample #free https://t.co/oomepqbcsw,no retweet username,"[{'text': 'FreeSample', 'indices': [104, 115]}]",2017-08-31 13:59:04+00:00,4722,649,['diagnosed with']
_aasshhllee,yes i'm diagnosed bipolar and i'm not afraid to say it 👍🏾,no retweet username,[],2017-08-31 13:44:44+00:00,1131,1082,['diagnosed bipolar']
angelbradleyx,@ddlovato @arianagrande @fifthharmony i was diagnosed with bipolar before demi was so i’m not one of those attention seeking fans that have it just because she does 😂,no retweet username,[],2017-08-31 13:21:01+00:00,1359,181,"['diagnosed with', 'diagnosed with bipolar']"
zigerionzoe,hey boys and girls and other folx this is how i got diagnosed with cyclothymia and bipolar 1 and shit lol https://t.co/owqqn4qr3l,strssfl,[],2017-08-31 12:06:50+00:00,425,244,"['got diagnosed', 'diagnosed with', 'i got diagnosed']"
EmmaRitchie8,"13-year-old tessa gallo was confined to a psychiatric ward for 10 months, diagnosed as bipolar. but dr. chang and... https://t.co/gobshbst9l",MoleculeraLabs,[],2017-08-31 11:41:09+00:00,266,610,['diagnosed as bipolar']
Mikhaelabrdls,clinically diagnosed bipolar😑,no retweet username,[],2017-08-31 06:37:19+00:00,1026,561,[]
strssfl,hey boys and girls and other folx this is how i got diagnosed with cyclothymia and bipolar 1 and shit lol https://t.co/owqqn4qr3l,no retweet username,[],2017-08-31 05:59:47+00:00,1350,616,"['got diagnosed', 'diagnosed with', 'i got diagnosed']"
jlsvendsen,"@kmccrorie1f @teenmom remember jenelle has mental health issues and self medicates. i think they diagnosed bipolar, but i suspect bpd. not easy to parent them!",no retweet username,[],2017-08-31 05:57:25+00:00,17,65,['diagnosed bipolar']
RACHELKAMERMAN,"13-year-old tessa gallo was confined to a psychiatric ward for 10 months, diagnosed as bipolar. but dr. chang and... https://t.co/gobshbst9l",MoleculeraLabs,[],2017-08-31 03:08:30+00:00,3785,846,['diagnosed as bipolar']
dailydeals2000,free 23andme test if you've been diagnosed with depression or bipolar i/ii - must have been prescribed meds - https://t.co/gcjvbxkqzk https://t.co/txzxl51hyy,no retweet username,[],2017-08-31 03:01:08+00:00,62,0,['diagnosed with']
psulli21,free 23andme test if you've been diagnosed with depression or bipolar i/ii - must have been prescribed meds - - https://t.co/wwmwbbpnql,no retweet username,[],2017-08-31 02:55:47+00:00,28,47,['diagnosed with']
tomkorocz,@matthaig1 @flywithkris hits home. my friend would not institutionalize his son when diagnosed as bipolar and autistic like wife wanted. 3 weeks ago he killed dad..,no retweet username,[],2017-08-31 02:26:43+00:00,2432,1423,['diagnosed as bipolar']
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2017-08-31 00:54:48+00:00,54,18,['diagnosed with']
Chaos2Cured,video: growing up with a bipolar family member. what two sisters learn from their mother’s diagnosis. https://t.co/wavuugifrd @webmd https://t.co/kcintkkdfo,DBSAlliance,[],2017-08-31 00:33:25+00:00,7667,7930,[]
DBSAlliance,video: growing up with a bipolar family member. what two sisters learn from their mother’s diagnosis. https://t.co/wavuugifrd @webmd https://t.co/kcintkkdfo,no retweet username,[],2017-08-31 00:33:02+00:00,32092,169,[]
doobierose,@hipstxrkat @septicais @champagnefeei being bipolar is not a self diagnosis. you have to seek mental health professionals to be diagnosed. 🙄,no retweet username,[],2017-08-31 00:09:05+00:00,265,357,[]
